,RespondentID,Sexo,Idade,Graduacao,Graduacao_Outro,IES_Graduacao,Lato1,Lato2,Lato3,Lato4,Lato5,IES_Lato1,IES_Lato2,IES_Lato3,IES_Lato4,IES_Lato5,Destino_Profissional,Destino_Profissional_Outro,MESTRADO_IES,MESTRADO_IES_Outro,Area_Mestrado,Atuacao_Docente_Antes_Mestrado,Tempo_Entre_Graduacao_Mestrado,Regime_Dedicacao_Mestrado,Atuacao_Docente_Durante_Mestrado,Tipo_IES_Atuacao_Mestrado,Regime_Dedicacao_Docente_Mestrado,Tempo_Atuacao_Docente_Mestrado,Mestrado_Ativ_Aprendizagem_Pesq_Cientifica,Mestrado_Ativ_Aprendizagem_Sala_Aula,Mestrado_Ativ_Aprendizagem_Leitura,Mestrado_Ativ_Aprendizagem_Estagio,Mestrado_Ativ_Aprendizagem_Informais,Mestrado_Ativ_Aprendizagem_Outros,DOUTORADO_IES,DOUTORADO_IES_Outro,Area_Doutorado,Atuacao_Docente_Antes_Doutorado,Tempo_Entre_Mestrado_Doutorado,Regime_Dedicacao_Doutorado,Atuacao_Docente_Durante_Doutorado,Tipo_IES_Atuacao_Doutorado,Regime_Dedicacao_Docente_Doutorado,Tempo_Atuacao_Docente,Doutorado_Ativ_Aprendizagem_Pesq_Cientifica,Doutorado_Ativ_Aprendizagem_Sala_Aula,Doutorado_Ativ_Aprendizagem_Leitura,Doutorado_Ativ_Aprendizagem_Estagio,Doutorado_Ativ_Aprendizagem_Informais,Doutorado_Ativ_Aprendizagem_Outros,APC1,APC2,APC3,APC4,APC5,APC_OUTRO,ADSA1,ADSA2,ADSA3,ADSA4,ADSA_OUTRO,ALAT1,ALAT2,ALAT3,ALAT4,ALAT_OUTRO,AEE1,AEE2,AEE3,AEE_OUTRO,AI1,AI2,AI_OUTRO,AD1,AD2,AD3,AD4,AD_OUTRO,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,FAC1_1,FAC2_1,FAC3_1,FAC4_1,FAC5_1,FAC6_1,FAC7_1,Fat1,Fat2,Fat3,Fat4,Fat5,Fat6
24,1791975935,1,23,1,,2,,,,,,,,,,,2,,1,,Administração,2,1,2,3,"2,0",,,"1,0","2,0","3,0",,,,,,,,,,,,,,,,,,,,"5,0","4,0","4,0","3,0","4,0",,"5,0","5,0","4,0","2,0",,"4,0","5,0","3,0","5,0",,"3,0","1,0","1,0",,"2,0","1,0",,"4,0","4,0","1,0","1,0",,"5,0","4,0","5,0","3,0","5,0","5,0","4,0","5,0","4,0","4,0","3,0","4,0","4,0","5,0","3,0","5,0","4,0","4,0","4,0","4,0","5,0","5,0","4,0","5,0","1,3880285689502363","1,2269631269758952","-0,8412921767667226","-0,3730611627916611","-1,4574943274294425","-1,0739302897479523","-0,7399106992978304","0,4545793721025777","-0,6883189293450538","0,694415045872915","-1,2243676660363296","-0,6511565444413308","0,9979133228106891"
25,1791649275,1,53,0,Agronomia,1,Desenvolvimento Rural Integrado - Bahia/SEPLANTEC,Associativismo Rural-,,,,Salvador/Bahia,UFPE?RECIFE,,,,4,,2,,Administração e Desenvolvimento Rural,2,5,2,3,"1,0","3,0","5,0","1,0","2,0","3,0","4,0",,Pesquisa associadas a atividades de extensão,,UFRRJ/CPDA,Desenvolvimento Agricultura e Sociedade,"1,0","4,0","2,0","3,0","1,0","3,0","5,0",,"2,0","3,0",,,Apoio ao processo de contruçào da pesquisa para a tese,"2,0","4,0","5,0","5,0","3,0",Havia um grupo de pesquisa e extensão e minha participação foi ativa,"5,0","4,0","5,0","3,0",,"5,0","2,0","3,0","5,0",,"2,0","1,0","4,0",Durante dois anos acompnhei as atividades de uma associação de produtores onde os orientadores tinham atividades de pesquisa e extensão,"4,0","4,0",,"5,0","2,0","5,0","5,0",Fui representante dos mestrandos no colegiado do curso,"4,0","4,0","4,0","4,0","3,0","4,0","4,0","3,0","5,0","5,0","5,0","3,0","4,0","4,0","3,0","4,0","4,0","4,0","5,0","2,0","5,0","4,0","5,0","5,0","0,7617155171274724","-1,5065606007600445","-0,07358772858809945","3,1893916682332364","-0,6934753556635912","0,7311312597403419","1,0719554616537499","0,3070667101069556","3,5412987134399616","-1,5996269543706432","-0,06504001331636464","0,997388441555333","1,2070549256641487"
26,1790070974,2,37,1,,2,,,,,,,,,,,0,Permaneci na mesma empresa privada de quando eu ingressei no mestrado.,2,,"Organizações, mudança e gestão estratégica",3,3,1,3,,,,"1,0","2,0","3,0",,,,"2,0",,"Organizações, mudança e gestão estratégica","1,0","2,0","2,0","2,0","1,0","3,0","2,0","1,0","2,0","3,0",,,,"5,0","4,0","5,0","4,0","1,0",,"5,0","5,0","5,0","3,0",,"5,0","5,0","4,0","5,0",,"5,0","2,0","1,0",,"4,0","3,0",,"4,0","3,0","2,0","1,0",,"5,0","5,0","5,0","5,0","5,0","3,0","5,0","5,0","5,0","5,0","5,0","5,0","3,0","5,0","2,0","2,0","3,0","3,0","5,0","5,0","5,0","3,0","3,0","5,0","1,3796311809596897","0,6485810761511894","-0,6143198323064905","-0,1808192811874773","0,06896908987421513","0,09780656175024852","-0,5416676665162325","1,1399321487194263","-0,1969430516776841","0,3775813883863197","-0,5097509123960579","0,4983204554384569","-0,2475095632169665"
27,1789310599,1,34,1,,1,,,,,,UFLA,,,,,1,,2,,Administração,3,1,2,3,,,,"1,0",,,,,,"2,0",,,,,,,,,,"1,0","2,0","3,0",,,,"5,0","4,0","5,0","5,0","1,0",,"5,0","4,0","4,0","2,0",,"5,0","4,0","4,0","4,0",,"4,0","3,0","1,0",,"1,0","1,0",,"1,0","1,0","3,0","4,0",,"4,0","4,0","5,0","4,0","4,0","4,0","3,0","4,0","5,0","5,0","5,0","4,0","4,0","4,0","3,0","3,0","3,0","3,0","3,0","3,0","3,0","4,0","3,0","3,0","0,24497813308945046","0,5681850943880025","-3,4970254594486616","1,719202610542263","0,66673915106671","0,9273901892815578","-0,12929750883863766","0,4626308873544596","2,129461091239593","0,7553508533370499","-3,044300641191555","0,9592134290820385","-1,4730801488904228"
28,1788301138,1,29,1,,1,,,,,,,,,,,1,,2,,Administração,3,1,2,2,"2,0","2,0","2,0","1,0",,"3,0",,"5,0",,"2,0",,,"1,0","1,0","1,0","2,0","1,0",,"2,0","1,0","2,0","3,0",,"5,0",Docência voluntária,"5,0","4,0","5,0","5,0","3,0",,"5,0","5,0","4,0","3,0",,"5,0","5,0","5,0","4,1020408163265305",,"4,0","4,0","1,0",,"5,0","2,0",,"3,0","1,0","1,0","1,0",,"5,0","5,0","5,0","5,0","5,0","5,0","4,0","5,0","5,0","5,0","5,0","5,0","4,0","4,0","4,0","4,0","4,0","4,0","5,0","3,0","5,0","4,0","4,0","5,0",,,,,,,,"1,1712312290226405","-0,16109780295046067","0,9312472859549805","-0,9832471250334313","0,6082088977906356","-1,0517431824758339"
29,1788251998,2,38,1,,1,,,,,,ufv,,,,,1,,2,,Administração,2,1,1,2,"1,0","3,0","4,0","1,0","2,0",,,,,"2,0",,Administração,"1,0","4,0","2,0","3,0","1,0","3,0","4,0","1,0","2,0","3,0",,,,"4,0","4,0","5,0","3,0","3,0",,"4,0","4,0","1,0","2,0",,"2,0","2,0","2,0","2,0",,"2,0","2,0","1,0",,"1,0","1,0",,"2,0","2,0","3,0","3,0",,"3,0","4,0","3,0","3,0","5,0","3,0","2,0","5,0","3,0","4,0","4,0","3,0","3,0","4,0","2,0","3,0","3,0","4,0","3,0","5,0","3,0","2,0","3,0","3,0","-0,975574520848117","0,6744515406294466","-1,9966678677533605","1,5469342579226526","-3,1313794529853993","0,18627667475620643","0,09622207425559463","-2,1895340915735733","1,5265239670580335","0,3064933777822469","-2,824968533713391","0,47752821824599606","1,509339004217627"
30,1788222229,2,38,1,,1,,,,,,,,,,,1,,2,,Cadeias Produtivas,2,2,2,2,"1,0","3,0","4,0","1,0",,"3,0",,,,"2,0",,Cadeias Produtivas,"1,0","3,0","2,0","2,0","1,0","3,0","4,0","1,0","2,0","3,0",,,,"4,0","3,0","5,0","3,0","1,0",,"4,0","2,0","3,0","1,0",,"4,0","3,0","3,0","3,0",,"3,0","2,0","1,0",,"3,0","2,0",,"2,0","1,0","1,0","1,0",,"4,0","4,0","4,0","4,0","3,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","2,0","4,0","4,0","4,0","3,0","-1,3550319988704","-0,0802070656888881","-1,850934622310137","-0,14389806853406778","-0,2376898190259101","0,06315022834696474","0,1677620514013407","-1,2925829950840266","0,009361083294418981","0,005543406451060819","-1,8423309921132882","0,21158603657768293","-0,6077177872063366"
31,1788021351,1,32,1,,1,Administração,,,,,UFLA,,,,,1,,2,,Administração,1,3,2,3,"1,0","3,0","2,0","1,0","2,0","3,0",,,,"2,0",,Administração,"1,0","2,0","1,0","2,0","1,0","3,0","2,0","1,0","2,0","3,0",,,,"5,0","5,0","5,0","4,0","3,0",,"5,0","5,0","5,0","2,0",,"5,0","5,0","5,0","5,0",,"5,0","3,0","1,0",,"5,0","1,0",,"3,0","3,0","1,0","1,0",,"4,0","4,0","4,0","4,0","4,0","4,0","3,0","4,0","4,0","4,0","4,0","4,0","3,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","1,1981378570143375","1,4626378204857764","-0,9628680660483435","-0,4795402643016956","0,5589696443850923","-0,11916495747078076","-0,48766525662121674","1,1993983156154804","-0,5770443464270643","1,3360443335901515","-0,8071961235772387","0,2542922783564629","-0,45189699598782834"
32,1786416985,1,59,0,Psicologia,2,Administração de Recursos Humanos,Psicologia Clínica,Psicologia Organizacional e Trabalho,,,Una,Título fornecido pelo Conselho Federal de Psicologia,Título fornecido pelo Conselho Federal de Psicologia,,,1,,1,,Administração,1,5,1,2,"1,0","2,0","5,0","1,0",,"3,0",,,,,,,,,,,,,,,,,,,,"4,0","4,0","4,0","4,0","2,0",,"3,0","3,0","4,0","3,3838383838383836",,"4,0","4,0","4,0","3,0",,"3,0","2,0","3,0",,"4,0","3,0",,"3,0","4,0","1,0","1,0",,"4,0","4,0","3,0","4,0","4,0","4,0","3,0","4,0","3,0","4,0","3,0","4,0","3,0","4,0","4,0","4,0","2,0","3,0","4,0","2,0","4,0","3,0","4,0","3,0",,,,,,,,"-1,4940214114144472","-0,6323149815578948","0,5935970759445532","0,7039131249693283","-0,129096583305847","0,4362849806558679"
33,1782595049,2,46,2,,2,administraçao e gerencia,gestao de projetos,,,,fundacao joao pinheiro BH;MG,IETEC BH;MG,,,,3,,1,,mestrado em administraçao,2,5,1,2,"2,0","1,0","1,0","1,0","2,0","3,0","4,0",,,,,,,,,,,,,,,,,,,"3,0","3,0","5,0","4,0","2,0",,"5,0","5,0","5,0","4,0",,"4,0","4,0","4,0","4,0",,"3,0","3,0","2,0",,"4,0","3,0",,"3,0","5,0","2,0","2,0",,"5,0","4,0","4,0","4,0","5,0","4,0","4,0","4,0","4,0","5,0","4,0","4,0","3,0","4,0","4,0","3,0","2,0","3,0","5,0","3,0","4,0","4,0","3,0","4,0","0,5923607633631016","-0,8349451688513095","0,4795358224723961","0,11893512179905971","-0,13060784888724747","0,5948752511874895","0,4469311961239664","0,5483036689397981","0,30256472639648935","-0,8653403320695161","0,4982246012361437","0,46359134990070466","0,4593620780030235"
34,1781050686,1,49,1,,2,Gestão estratégicas em Gestão de Pessoas,,,,,Face - UFMG,,,,,3,,1,,Administração,2,3,1,3,,,,"1,0","2,0",,,,,,,,,,,,,,,,,,,,,"4,0","5,0","5,0","5,0","4,0",,"4,0","4,0","3,0","5,0",,"5,0","5,0","4,0","4,0",,"5,0","1,0","1,0",,"5,0","1,0",,"3,0","5,0","1,0","1,0",,"3,0","4,0","5,0","5,0","5,0","5,0","3,0","5,0","5,0","3,0","4,0","3,0","2,0","3,0","3,0","3,0","3,0","2,0","4,0","4,0","4,0","2,0","2,0","5,0","-0,7614196369322211","1,682839956382414","0,9502576285754354","-1,0458384692350562","-0,5079058634486117","1,3563581742923632","-1,2832694218786262","-1,0517263705658797","-1,3846946103088906","1,4919698488167403","0,8847359690401816","1,6068153810415247","-0,34902869176510926"
35,1780744060,1,48,5,,2,Comunicação social,,,,,UNI- BH,,,,,2,,1,,Poder,1,5,1,1,,"3,0","5,0",,"2,0","3,0",,"5,0",,,,,,,,,,,,,,,,,,"4,0","2,0","4,0","4,0","1,0",,"5,0","5,0","5,0","4,0",,"5,0","5,0","5,0","5,0",,"2,0","5,0","5,0",,"5,0","2,0",,"5,0","4,0","1,0","1,0",,"4,0","4,0","2,0","4,0","5,0","4,0","5,0","5,0","5,0","4,0","5,0","5,0","5,0","5,0","5,0","4,0","5,0","5,0",,"2,0","5,0","5,0","5,0","5,0","1,1036913230720184","-1,2576294559946342","0,3831091168933865","-1,3332597240876105","0,9259493978871197","-0,09105549042945056","3,682108306676235","2,0397715894317576","-0,6003396479018013","-0,5640509374291265","0,1591495278147977","-0,9285884022947138","1,8573113168890116"
36,1780463809,1,33,5,,2,Marketing,,,,,Fead,,,,,3,,1,,Administração,2,2,1,3,"2,0",,,"1,0","2,0","3,0",,,,,,,,,,,,,,,,,,,,"3,0","4,0","4,0","4,0","3,0",,"4,0","3,0","4,0","3,0",,"3,0","3,0","3,0","3,0",,"2,0","1,0","1,0",,"2,0","1,0",,"1,0","1,0","1,0","1,0",,"3,0","3,0","3,0","2,0","2,0","3,0","4,0","4,0","3,0","3,0","3,0","3,0","3,0","3,0","3,0","3,0","4,0","1,0","2,0","1,0","4,0","4,0","2,0","2,0","-0,8541934350604122","-0,10658951170674415","-1,5893058191912743","-0,0519426933139292","-0,6659344870674759","0,23766887051787272","-0,6344164591162883","-1,2803516803120383","-0,10136323300848399","-0,11338087444116499","-1,3852763364476204","0,23425957778442982","-0,5588523764531603"
37,1780425098,1,56,1,,2,,,,,,,,,,,1,,1,,Administração,1,5,1,1,"2,0","2,0","3,0","1,0","2,0","3,0",,,,,,,,,,,,,,,,,,,,"3,79","3,613861386138614","4,316831683168317","3,7551020408163267","2,75",,"4,346534653465347","4,207920792079208","4,19","3,3838383838383836",,"4,336633663366337","4,02970297029703","3,9603960396039604","4,1020408163265305",,"2,8","2,5555555555555554","1,5204081632653061",,"3,86","2,63",,"3,1485148514851486","3,45","1,5252525252525253","1,5353535353535352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,720503003990639e-17","-4,116838152103625e-17","-1,4684352478789226e-16","2,810341321966771e-16","6,729904890258419e-17","-1,8746421733937096e-16"
38,1780167153,2,59,1,,2,,,,,,,,,,,2,,1,,organização e estratégia,1,1,2,1,"2,0","1,0","2,0","1,0","2,0","3,0",,"5,0",,,,,,,,,,,,,,,,,,"3,0","4,0","5,0","4,0","4,0",,"5,0","5,0","5,0","3,0",,"5,0","3,0","5,0","5,0",,"2,0","2,0","2,0",,"3,0","3,0",,"3,0","3,0","1,0","1,0",,"4,0","5,0","4,0","3,0","5,0","5,0","4,0","5,0","5,0","5,0","5,0","4,0","4,0","4,0","4,0","4,0","5,0","5,0","4,0","4,0","4,0","4,0","4,0","4,0","1,204084021590784","-0,5690140551410885","-0,38474924746261197","-0,197447480453941","-0,06218551107671268","0,6228667527031744","-0,00504772492781693","0,9738937930869346","-0,2604293560462869","-0,6866367724347444","-0,212412513768576","0,8199016771336801","0,28323185751499774"
39,1780104389,2,47,1,,2,,,,,,,,,,,2,,1,,Finanças,1,1,1,1,"2,0","2,0","3,0","1,0","2,0","3,0","4,0","5,0",,,,,,,,,,,,,,,,,,"5,0","5,0","4,0","4,0","4,0",,"5,0","5,0","4,0","4,0",,"4,0","5,0","5,0","5,0",,"4,0","5,0","4,0",,"5,0","4,0",,"5,0","5,0","4,0","5,0",,"5,0","5,0","5,0","4,0","5,0","5,0","4,0","5,0","5,0","5,0","5,0","4,0","4,0","5,0","4,0","5,0","5,0","5,0","4,0","4,0","4,0","5,0","5,0","5,0","0,8127554404546724","1,2201278552342194","0,7314693656523519","2,0869493952435443","-0,3364093566485459","-0,5090126455758793","2,1529238902132555","0,7922792220011147","2,428592562754813","1,4182210948336171","0,28503721297984536","-0,6753523750900483","2,2616967959380494"
40,1779768417,1,55,0,Serviço Social,2,Politicas Públicas,Sociologia,Serviço Social judicial,,,Pucminas,Pucminas,Pucminas,,,2,,1,,Serviço Social,1,5,1,1,"2,0",,"5,0","1,0","2,0",,,,,,,,,,,,,,,,,,,,,"5,0","4,0","5,0","5,0","5,0",,"4,0","4,0","4,0","4,0",,"5,0","4,0","4,0","4,0",,"3,0","4,0","3,0",,"5,0","4,0",,"4,0","4,0","1,0","1,0",,"4,0","4,0","4,0","4,0","4,0","4,0","4,0","5,0","4,0","5,0","5,0","4,0","4,0","5,0",,"5,0","4,0","5,0","5,0","4,0","4,0","4,0","4,0","4,0","-0,9996618670314714","0,6621501096749873","0,9976724993508096","-0,4641815680080925","0,6127621409041429","0,762469615178141","1,3546236373900162","-0,5092903057904477","-0,21945428090883312","1,1168727535265106","1,1107561809157869","0,4495535705656635","0,3040387118184657"
41,1779694086,1,40,1,,2,GESTÃO DE MARKETING,,,,,FACED,,,,,2,,1,,ADMINISTRAÇÃO,1,5,1,1,"2,0","1,0","3,0",,"2,0","3,0","4,0",,,,,,,,,,,,,,,,,,,"5,0","3,0","4,0","4,0","3,0",,"4,0","4,0","3,0","3,0",,"4,0","4,0","4,0","4,0",,"3,0","4,0","2,0",,"3,0","2,0",,"2,0","3,0","1,0","1,0",,"4,0","4,0","4,0","4,0","4,0","3,0","4,0","4,0","5,0","5,0","5,0","3,0","4,0","4,0","3,0","3,0","4,0","4,0","3,0","2,0","5,0","5,0","5,0","3,0","-0,7512954964638022","0,5847145293628883","-0,8686647714157585","-0,5515163490807276","0,11410980202417091","0,06738502851722974","0,9823408663330191","-0,445588785829581","-0,306819997022752","0,9028815289126448","-0,9028556721220782","-0,2604337760382193","0,09546475875154001"
42,1779544107,2,35,1,,2,Administração de Sistemas de Informação,,,,,Universidade Federal de Lavras,,,,,2,,1,,Mestrado Acadêmico em Administração,1,3,1,1,"2,0","3,0","3,0","1,0","2,0","3,0",,,Participação em Seminários e Palestras,,,,,,,,,,,,,,,,,"3,0","3,0","4,0","5,0","3,0",,"4,0","4,0","4,0","4,0",,"4,0","3,0","4,0","4,0",,"4,0","2,5555555555555554","1,5204081632653061",,"4,0","3,0",,"3,0","4,0","1,0","1,0",,"4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","5,0","5,0","5,0","5,0","4,0","4,0","5,0","5,0","5,0",,,,,,,,"-0,8980561023388488","-0,5329416875595892","-0,2332834075583998","1,0355092240769852","0,7534135091248231","-0,010122087017443548"
43,1779536087,1,48,0,ciencias biológicas,2,administração hospitalar,,,,,Faculdade São Camilo,,,,,2,,1,,ADMINISTRAÇÃO,1,4,1,1,"2,0","1,0","3,0","1,0","2,0","3,0","4,0","5,0",,,,,,,,,,,,,,,,,,"5,0","5,0","5,0","5,0","5,0",,"5,0","5,0","4,0","5,0",,"4,0","4,0","5,0","5,0",,"5,0","5,0","5,0",,"5,0","5,0",,"5,0","5,0","2,0","3,0",,"5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","3,0","5,0","5,0","5,0","5,0","0,3759250731347524","1,3065101019549477","1,4707010720180176","0,41244305939412296","-0,779961361221085","0,8088235646956619","3,009889050999279","0,26202307647431083","0,7153109092159912","1,6558766956039557","0,9950207512939042","0,6463575117560896","2,9454801058307503"
44,1779530362,2,41,2,,2,PERICIA CONTÁBIL,,,,,NEWTON PAIVA,,,,,3,,1,,ADMINISTRAÇÃO,1,3,1,1,"2,0","1,0","3,0",,"2,0",,,,,,,,,,,,,,,,,,,,,"5,0","4,0","5,0","5,0","4,0",,"4,0","5,0","4,0","3,0",,"4,0","5,0","4,0","4,0",,"4,0","4,0","4,0",,"4,0","4,0",,"4,0","5,0","4,0","4,0",,"4,0","5,0","5,0","4,0","5,0","5,0","4,0","5,0","4,0","5,0","4,0","3,0","4,0","4,0","4,0","4,0","5,0","5,0","3,0","4,0","4,0","4,0","4,0","5,0","-0,3314250606364356","0,8763295589420529","0,5365235469020382","1,8734091247643412","-0,3130151978634369","0,4659273554392795","1,653919653074132","-0,32399250717496997","2,2492461370232872","1,11820082049228","0,3396334564038065","0,31731265377969664","1,3159127719695192"
45,1766043574,1,23,1,,1,,,,,,,,,,,1,,2,,"Estratégia, Marketing e Inovação",2,1,2,2,"1,0","1,0","1,0","1,0","2,0","3,0","4,0","5,0",,,,,,,,,,,,,,,,,,"4,0","4,0","4,0","4,0","5,0",,"5,0","5,0","5,0","4,0",,"4,0","5,0","4,0","5,0",,"3,0","4,0","1,0",,"5,0","5,0",,"3,0","4,0","5,0","5,0",,"4,0","4,0","4,0","4,0","4,0","3,0","3,0","4,0","5,0","5,0","4,0","5,0","4,0","5,0","5,0","5,0","4,0","4,0","5,0","3,0","5,0","4,0","4,0","5,0","0,7764409849082958","0,32804985245068913","0,35559990358124977","3,3267102812871703","0,7796732537963297","-0,6144072150739244","-0,9623165255405903","0,7392323485142945","3,451328326162451","0,1560773961539676","0,7716209045959724","-0,5531438126884262","-0,7214031429399894"
46,1758936883,2,35,1,,2,,,,,,,,,,,2,,2,,Estatistica e Experimentação Agropecuária,2,3,2,3,"2,0","2,0","2,0",,"2,0","3,0",,,,,,,,,,,,,,,,,,,,"2,0","3,0","5,0","3,0","1,0",,"4,0","3,0","4,19","1,0",,"4,0","2,0","4,0","4,0",,"3,0","1,0","1,0",,"3,0","1,0",,"3,0","4,0","1,0","1,0",,"3,0","3,0","2,0","3,0","4,0","4,0","3,0","4,0","2,0","4,0","2,0","2,0","2,0","3,0","3,0","4,0","2,0","3,0","2,0","4,0","3,0","3,0","4,0","3,0",,,,,,,,"-0,940211541807851","-0,628425688122864","-1,254317550935326","-0,513736568561156","0,8441232885429029","0,42119605307299884"
47,1758838277,2,34,1,,1,Sim. Saude,,,,,Ufla,,,,,0,Doutorado,2,,Educação Física,1,4,2,2,"1,0","2,0","2,0","1,0","2,0","3,0","4,0",,,,,,,,,,,,,,,,,,,"4,0","4,0","5,0","4,0","5,0",,"4,0","4,0","5,0","2,0",,"5,0","4,0","4,0","4,0",,"5,0","5,0","1,0",,"5,0","5,0",,"3,0","5,0","1,0","4,0",,"4,0","4,0","5,0","5,0","5,0","5,0","4,0","5,0","4,0","4,0","4,0","4,0","3,0","5,0","3,0","4,0","3,0","5,0","4,0","5,0","5,0","4,0","5,0","5,0","-1,245120547146724","0,8372859297278109","0,8592989102294519","1,29633904760006","1,4656302174400306","-0,08946380892962955","-0,10930872903560587","-0,6674728169544123","1,4197161491274406","1,030407422378211","1,373527712582689","-0,0028302607602622293","-1,1011475711216347"
48,1758801314,1,27,1,,1,Administração com ênfase em Finanças,,,,,Fundação Getúlio Vargas,,,,,3,,2,,Administração,2,3,2,2,"1,0","2,0","1,0","1,0","2,0","3,0",,"5,0",,,,,,,,,,,,,,,,,,"5,0","5,0","4,0","3,0","5,0",,"5,0","5,0","5,0","3,0",,"5,0","5,0","4,0","5,0",,"3,0","3,0","1,0",,"5,0","3,0",,"4,0","4,0","1,0","1,0",,"4,0","4,0","3,0","4,0","4,0","3,0","3,0","4,0","4,0","5,0","5,0","5,0","3,0","4,0","4,0","4,0","1,0","2,0","5,0","5,0","3,0","3,0","3,0","4,0","1,1075408064438186","1,2620318094391858","0,28387695379490574","-0,19717215994987142","0,48457928560941055","-1,3256280955308015","-0,5779064629510297","1,0215337083416953","-0,37117070911458466","1,0846528501897827","0,3861713421779808","-1,1425407400161762","-0,06517294489508083"
49,1756644061,1,28,1,,1,,,,,,,,,,,4,,3,,Finanças,2,2,1,3,,,,"1,0","2,0","3,0",,"5,0",,,,,,,,,,,,,,,,,,"4,0","2,0","5,0","4,0","2,0",,"5,0","5,0","5,0","5,0",,"5,0","5,0","5,0","5,0",,"2,0","2,0","2,0",,"5,0","5,0",,"2,0","5,0","1,0","1,0",,"5,0","5,0","4,0","4,0","5,0","5,0","4,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","5,0","4,0","5,0","5,0","4,0","5,0","5,0","4,0","4,0","0,9819552587864345","-1,1860502921040346","0,9600882387844091","-0,8296999495983918","0,9841857190507914","0,8173941223813141","-0,231718962726425","1,3435385503875057","-0,6839877431542553","-1,1767705690005072","1,3639451602949373","0,5778892766190606","-0,6312292005477957"
